IDAudio,IDMascota,Timestamp,Frecuencia_Max (Hz),Espectrograma (path),Emoción
V3589,3589,2025-06-12 19:52:30,552,/spectrograms/V3589.png,Hambre
V3590,3590,2025-06-12 19:53:00,361,/spectrograms/V3590.png,Hambre
V3591,3591,2025-06-12 19:53:30,591,/spectrograms/V3591.png,Jugar
V3592,3592,2025-06-12 19:54:00,339,/spectrograms/V3592.png,Sed
V3593,3593,2025-06-12 19:54:30,501,/spectrograms/V3593.png,Necesita afecto
V3594,3594,2025-06-12 19:55:00,408,/spectrograms/V3594.png,Jugar
V3595,3595,2025-06-12 19:55:30,426,/spectrograms/V3595.png,Dolor
V3596,3596,2025-06-12 19:56:00,596,/spectrograms/V3596.png,Hambre
V3597,3597,2025-06-12 19:56:30,560,/spectrograms/V3597.png,Dolor
V3598,3598,2025-06-12 19:57:00,301,/spectrograms/V3598.png,Hambre
V3599,3599,2025-06-12 19:57:30,546,/spectrograms/V3599.png,Hambre
V3600,3600,2025-06-12 19:58:00,465,/spectrograms/V3600.png,Hambre
V3601,3601,2025-06-12 19:58:30,346,/spectrograms/V3601.png,Sed
V3602,3602,2025-06-12 19:59:00,313,/spectrograms/V3602.png,Alegría
V3603,3603,2025-06-12 19:59:30,301,/spectrograms/V3603.png,Sed
V3604,3604,2025-06-12 20:00:00,445,/spectrograms/V3604.png,Dolor
V3605,3605,2025-06-12 20:00:30,448,/spectrograms/V3605.png,Sed
V3606,3606,2025-06-12 20:01:00,496,/spectrograms/V3606.png,Jugar
V3607,3607,2025-06-12 20:01:30,451,/spectrograms/V3607.png,Necesita afecto
V3608,3608,2025-06-12 20:02:00,395,/spectrograms/V3608.png,Jugar
V3609,3609,2025-06-12 20:02:30,300,/spectrograms/V3609.png,Sed
V3610,3610,2025-06-12 20:03:00,474,/spectrograms/V3610.png,Dolor
V3611,3611,2025-06-12 20:03:30,580,/spectrograms/V3611.png,Necesita afecto
V3612,3612,2025-06-12 20:04:00,453,/spectrograms/V3612.png,Jugar
V3613,3613,2025-06-12 20:04:30,460,/spectrograms/V3613.png,Necesita afecto
V3614,3614,2025-06-12 20:05:00,453,/spectrograms/V3614.png,Dolor
V3615,3615,2025-06-12 20:05:30,563,/spectrograms/V3615.png,Hambre
V3616,3616,2025-06-12 20:06:00,592,/spectrograms/V3616.png,Dolor
V3617,3617,2025-06-12 20:06:30,414,/spectrograms/V3617.png,Alegría
V3618,3618,2025-06-12 20:07:00,360,/spectrograms/V3618.png,Necesita afecto
V3619,3619,2025-06-12 20:07:30,487,/spectrograms/V3619.png,Dolor
V3620,3620,2025-06-12 20:08:00,408,/spectrograms/V3620.png,Hambre
V3621,3621,2025-06-12 20:08:30,500,/spectrograms/V3621.png,Hambre
V3622,3622,2025-06-12 20:09:00,581,/spectrograms/V3622.png,Dolor
V3623,3623,2025-06-12 20:09:30,562,/spectrograms/V3623.png,Jugar
V3624,3624,2025-06-12 20:10:00,380,/spectrograms/V3624.png,Dolor
V3625,3625,2025-06-12 20:10:30,459,/spectrograms/V3625.png,Hambre
V3626,3626,2025-06-12 20:11:00,459,/spectrograms/V3626.png,Dolor
V3627,3627,2025-06-12 20:11:30,443,/spectrograms/V3627.png,Alegría
V3628,3628,2025-06-12 20:12:00,377,/spectrograms/V3628.png,Jugar
V3629,3629,2025-06-12 20:12:30,586,/spectrograms/V3629.png,Dolor
V3630,3630,2025-06-12 20:13:00,388,/spectrograms/V3630.png,Hambre
V3631,3631,2025-06-12 20:13:30,450,/spectrograms/V3631.png,Dolor
V3632,3632,2025-06-12 20:14:00,368,/spectrograms/V3632.png,Dolor
V3633,3633,2025-06-12 20:14:30,596,/spectrograms/V3633.png,Necesita afecto
V3634,3634,2025-06-12 20:15:00,413,/spectrograms/V3634.png,Dolor
V3635,3635,2025-06-12 20:15:30,458,/spectrograms/V3635.png,Alegría
V3636,3636,2025-06-12 20:16:00,537,/spectrograms/V3636.png,Hambre
V3637,3637,2025-06-12 20:16:30,562,/spectrograms/V3637.png,Sed
V3638,3638,2025-06-12 20:17:00,584,/spectrograms/V3638.png,Necesita afecto
V3639,3639,2025-06-12 20:17:30,501,/spectrograms/V3639.png,Sed
V3640,3640,2025-06-12 20:18:00,414,/spectrograms/V3640.png,Dolor
V3641,3641,2025-06-12 20:18:30,354,/spectrograms/V3641.png,Jugar
V3642,3642,2025-06-12 20:19:00,300,/spectrograms/V3642.png,Alegría
V3643,3643,2025-06-12 20:19:30,499,/spectrograms/V3643.png,Alegría
V3644,3644,2025-06-12 20:20:00,594,/spectrograms/V3644.png,Alegría
V3645,3645,2025-06-12 20:20:30,414,/spectrograms/V3645.png,Necesita afecto
V3646,3646,2025-06-12 20:21:00,437,/spectrograms/V3646.png,Dolor
V3647,3647,2025-06-12 20:21:30,365,/spectrograms/V3647.png,Alegría
V3648,3648,2025-06-12 20:22:00,354,/spectrograms/V3648.png,Dolor
V3649,3649,2025-06-12 20:22:30,312,/spectrograms/V3649.png,Jugar
V3650,3650,2025-06-12 20:23:00,439,/spectrograms/V3650.png,Dolor
V3651,3651,2025-06-12 20:23:30,573,/spectrograms/V3651.png,Sed
V3652,3652,2025-06-12 20:24:00,497,/spectrograms/V3652.png,Dolor
V3653,3653,2025-06-12 20:24:30,516,/spectrograms/V3653.png,Dolor
V3654,3654,2025-06-12 20:25:00,521,/spectrograms/V3654.png,Hambre
V3655,3655,2025-06-12 20:25:30,374,/spectrograms/V3655.png,Sed
V3656,3656,2025-06-12 20:26:00,422,/spectrograms/V3656.png,Necesita afecto
V3657,3657,2025-06-12 20:26:30,581,/spectrograms/V3657.png,Dolor
V3658,3658,2025-06-12 20:27:00,464,/spectrograms/V3658.png,Alegría
V3659,3659,2025-06-12 20:27:30,533,/spectrograms/V3659.png,Hambre
V3660,3660,2025-06-12 20:28:00,586,/spectrograms/V3660.png,Dolor
V3661,3661,2025-06-12 20:28:30,509,/spectrograms/V3661.png,Hambre
V3662,3662,2025-06-12 20:29:00,537,/spectrograms/V3662.png,Necesita afecto
V3663,3663,2025-06-12 20:29:30,548,/spectrograms/V3663.png,Hambre
V3664,3664,2025-06-12 20:30:00,369,/spectrograms/V3664.png,Alegría
V3665,3665,2025-06-12 20:30:30,459,/spectrograms/V3665.png,Dolor
V3666,3666,2025-06-12 20:31:00,393,/spectrograms/V3666.png,Alegría
V3667,3667,2025-06-12 20:31:30,491,/spectrograms/V3667.png,Jugar
V3668,3668,2025-06-12 20:32:00,569,/spectrograms/V3668.png,Hambre
V3669,3669,2025-06-12 20:32:30,517,/spectrograms/V3669.png,Hambre
V3670,3670,2025-06-12 20:33:00,494,/spectrograms/V3670.png,Hambre
V3671,3671,2025-06-12 20:33:30,458,/spectrograms/V3671.png,Sed
V3672,3672,2025-06-12 20:34:00,477,/spectrograms/V3672.png,Necesita afecto
V3673,3673,2025-06-12 20:34:30,580,/spectrograms/V3673.png,Sed
V3674,3674,2025-06-12 20:35:00,593,/spectrograms/V3674.png,Alegría
V3675,3675,2025-06-12 20:35:30,521,/spectrograms/V3675.png,Jugar
V3676,3676,2025-06-12 20:36:00,487,/spectrograms/V3676.png,Necesita afecto
V3677,3677,2025-06-12 20:36:30,309,/spectrograms/V3677.png,Necesita afecto
V3678,3678,2025-06-12 20:37:00,594,/spectrograms/V3678.png,Dolor
V3679,3679,2025-06-12 20:37:30,338,/spectrograms/V3679.png,Jugar
V3680,3680,2025-06-12 20:38:00,477,/spectrograms/V3680.png,Hambre
V3681,3681,2025-06-12 20:38:30,595,/spectrograms/V3681.png,Sed
V3682,3682,2025-06-12 20:39:00,565,/spectrograms/V3682.png,Hambre
V3683,3683,2025-06-12 20:39:30,555,/spectrograms/V3683.png,Dolor
V3684,3684,2025-06-12 20:40:00,381,/spectrograms/V3684.png,Sed
V3685,3685,2025-06-12 20:40:30,450,/spectrograms/V3685.png,Hambre
V3686,3686,2025-06-12 20:41:00,459,/spectrograms/V3686.png,Alegría
V3687,3687,2025-06-12 20:41:30,453,/spectrograms/V3687.png,Hambre
V3688,3688,2025-06-12 20:42:00,431,/spectrograms/V3688.png,Sed
V3689,3689,2025-06-12 20:42:30,538,/spectrograms/V3689.png,Alegría
V3690,3690,2025-06-12 20:43:00,508,/spectrograms/V3690.png,Dolor
V3691,3691,2025-06-12 20:43:30,329,/spectrograms/V3691.png,Dolor
V3692,3692,2025-06-12 20:44:00,425,/spectrograms/V3692.png,Alegría
V3693,3693,2025-06-12 20:44:30,465,/spectrograms/V3693.png,Sed
V3694,3694,2025-06-12 20:45:00,313,/spectrograms/V3694.png,Sed
V3695,3695,2025-06-12 20:45:30,551,/spectrograms/V3695.png,Hambre
V3696,3696,2025-06-12 20:46:00,539,/spectrograms/V3696.png,Dolor
V3697,3697,2025-06-12 20:46:30,425,/spectrograms/V3697.png,Dolor
V3698,3698,2025-06-12 20:47:00,358,/spectrograms/V3698.png,Alegría
V3699,3699,2025-06-12 20:47:30,416,/spectrograms/V3699.png,Dolor
V3700,3700,2025-06-12 20:48:00,486,/spectrograms/V3700.png,Hambre
V3701,3701,2025-06-12 20:48:30,524,/spectrograms/V3701.png,Dolor
V3702,3702,2025-06-12 20:49:00,543,/spectrograms/V3702.png,Alegría
V3703,3703,2025-06-12 20:49:30,345,/spectrograms/V3703.png,Hambre
V3704,3704,2025-06-12 20:50:00,525,/spectrograms/V3704.png,Jugar
V3705,3705,2025-06-12 20:50:30,535,/spectrograms/V3705.png,Alegría
V3706,3706,2025-06-12 20:51:00,350,/spectrograms/V3706.png,Jugar
V3707,3707,2025-06-12 20:51:30,447,/spectrograms/V3707.png,Dolor
V3708,3708,2025-06-12 20:52:00,465,/spectrograms/V3708.png,Hambre
V3709,3709,2025-06-12 20:52:30,494,/spectrograms/V3709.png,Dolor
V3710,3710,2025-06-12 20:53:00,464,/spectrograms/V3710.png,Hambre
V3711,3711,2025-06-12 20:53:30,301,/spectrograms/V3711.png,Necesita afecto
V3712,3712,2025-06-12 20:54:00,535,/spectrograms/V3712.png,Dolor
V3713,3713,2025-06-12 20:54:30,579,/spectrograms/V3713.png,Dolor
V3714,3714,2025-06-12 20:55:00,387,/spectrograms/V3714.png,Dolor
V3715,3715,2025-06-12 20:55:30,314,/spectrograms/V3715.png,Sed
V3716,3716,2025-06-12 20:56:00,464,/spectrograms/V3716.png,Alegría
V3717,3717,2025-06-12 20:56:30,416,/spectrograms/V3717.png,Sed
V3718,3718,2025-06-12 20:57:00,493,/spectrograms/V3718.png,Hambre
V3719,3719,2025-06-12 20:57:30,429,/spectrograms/V3719.png,Hambre
V3720,3720,2025-06-12 20:58:00,304,/spectrograms/V3720.png,Hambre
V3721,3721,2025-06-12 20:58:30,522,/spectrograms/V3721.png,Alegría
V3722,3722,2025-06-12 20:59:00,406,/spectrograms/V3722.png,Hambre
V3723,3723,2025-06-12 20:59:30,433,/spectrograms/V3723.png,Sed
V3724,3724,2025-06-12 21:00:00,359,/spectrograms/V3724.png,Sed
V3725,3725,2025-06-12 21:00:30,414,/spectrograms/V3725.png,Dolor
V3726,3726,2025-06-12 21:01:00,324,/spectrograms/V3726.png,Jugar
V3727,3727,2025-06-12 21:01:30,309,/spectrograms/V3727.png,Necesita afecto
V3728,3728,2025-06-12 21:02:00,476,/spectrograms/V3728.png,Hambre
V3729,3729,2025-06-12 21:02:30,347,/spectrograms/V3729.png,Alegría
V3730,3730,2025-06-12 21:03:00,400,/spectrograms/V3730.png,Alegría
V3731,3731,2025-06-12 21:03:30,487,/spectrograms/V3731.png,Hambre
V3732,3732,2025-06-12 21:04:00,453,/spectrograms/V3732.png,Jugar
V3733,3733,2025-06-12 21:04:30,508,/spectrograms/V3733.png,Sed
V3734,3734,2025-06-12 21:05:00,512,/spectrograms/V3734.png,Hambre
V3735,3735,2025-06-12 21:05:30,424,/spectrograms/V3735.png,Alegría
V3736,3736,2025-06-12 21:06:00,422,/spectrograms/V3736.png,Necesita afecto
V3737,3737,2025-06-12 21:06:30,314,/spectrograms/V3737.png,Jugar
V3738,3738,2025-06-12 21:07:00,595,/spectrograms/V3738.png,Hambre
V3739,3739,2025-06-12 21:07:30,397,/spectrograms/V3739.png,Necesita afecto
V3740,3740,2025-06-12 21:08:00,486,/spectrograms/V3740.png,Hambre
V3741,3741,2025-06-12 21:08:30,310,/spectrograms/V3741.png,Jugar
V3742,3742,2025-06-12 21:09:00,595,/spectrograms/V3742.png,Alegría
V3743,3743,2025-06-12 21:09:30,451,/spectrograms/V3743.png,Sed
V3744,3744,2025-06-12 21:10:00,430,/spectrograms/V3744.png,Sed
V3745,3745,2025-06-12 21:10:30,431,/spectrograms/V3745.png,Jugar
V3746,3746,2025-06-12 21:11:00,532,/spectrograms/V3746.png,Dolor
V3747,3747,2025-06-12 21:11:30,496,/spectrograms/V3747.png,Sed
V3748,3748,2025-06-12 21:12:00,400,/spectrograms/V3748.png,Hambre
V3749,3749,2025-06-12 21:12:30,495,/spectrograms/V3749.png,Necesita afecto
V3750,3750,2025-06-12 21:13:00,536,/spectrograms/V3750.png,Necesita afecto
V3751,3751,2025-06-12 21:13:30,307,/spectrograms/V3751.png,Sed
V3752,3752,2025-06-12 21:14:00,535,/spectrograms/V3752.png,Jugar
V3753,3753,2025-06-12 21:14:30,364,/spectrograms/V3753.png,Jugar
V3754,3754,2025-06-12 21:15:00,389,/spectrograms/V3754.png,Jugar
V3755,3755,2025-06-12 21:15:30,371,/spectrograms/V3755.png,Necesita afecto
V3756,3756,2025-06-12 21:16:00,306,/spectrograms/V3756.png,Alegría
V3757,3757,2025-06-12 21:16:30,465,/spectrograms/V3757.png,Necesita afecto
V3758,3758,2025-06-12 21:17:00,417,/spectrograms/V3758.png,Alegría
V3759,3759,2025-06-12 21:17:30,328,/spectrograms/V3759.png,Jugar
V3760,3760,2025-06-12 21:18:00,467,/spectrograms/V3760.png,Dolor
V3761,3761,2025-06-12 21:18:30,469,/spectrograms/V3761.png,Necesita afecto
V3762,3762,2025-06-12 21:19:00,593,/spectrograms/V3762.png,Jugar
V3763,3763,2025-06-12 21:19:30,335,/spectrograms/V3763.png,Necesita afecto
V3764,3764,2025-06-12 21:20:00,426,/spectrograms/V3764.png,Jugar
V3765,3765,2025-06-12 21:20:30,362,/spectrograms/V3765.png,Necesita afecto
V3766,3766,2025-06-12 21:21:00,385,/spectrograms/V3766.png,Hambre
V3767,3767,2025-06-12 21:21:30,448,/spectrograms/V3767.png,Necesita afecto
V3768,3768,2025-06-12 21:22:00,565,/spectrograms/V3768.png,Hambre
V3769,3769,2025-06-12 21:22:30,502,/spectrograms/V3769.png,Alegría
V3770,3770,2025-06-12 21:23:00,512,/spectrograms/V3770.png,Necesita afecto
V3771,3771,2025-06-12 21:23:30,556,/spectrograms/V3771.png,Alegría
V3772,3772,2025-06-12 21:24:00,435,/spectrograms/V3772.png,Dolor
V3773,3773,2025-06-12 21:24:30,386,/spectrograms/V3773.png,Sed
V3774,3774,2025-06-12 21:25:00,374,/spectrograms/V3774.png,Sed
V3775,3775,2025-06-12 21:25:30,555,/spectrograms/V3775.png,Hambre
V3776,3776,2025-06-12 21:26:00,360,/spectrograms/V3776.png,Necesita afecto
V3777,3777,2025-06-12 21:26:30,486,/spectrograms/V3777.png,Sed
V3778,3778,2025-06-12 21:27:00,526,/spectrograms/V3778.png,Alegría
V3779,3779,2025-06-12 21:27:30,464,/spectrograms/V3779.png,Sed
V3780,3780,2025-06-12 21:28:00,525,/spectrograms/V3780.png,Sed
V3781,3781,2025-06-12 21:28:30,377,/spectrograms/V3781.png,Jugar
V3782,3782,2025-06-12 21:29:00,595,/spectrograms/V3782.png,Sed
V3783,3783,2025-06-12 21:29:30,596,/spectrograms/V3783.png,Alegría
V3784,3784,2025-06-12 21:30:00,504,/spectrograms/V3784.png,Sed
V3785,3785,2025-06-12 21:30:30,302,/spectrograms/V3785.png,Necesita afecto
V3786,3786,2025-06-12 21:31:00,526,/spectrograms/V3786.png,Sed
V3787,3787,2025-06-12 21:31:30,488,/spectrograms/V3787.png,Dolor
V3788,3788,2025-06-12 21:32:00,516,/spectrograms/V3788.png,Sed
V3789,3789,2025-06-12 21:32:30,458,/spectrograms/V3789.png,Hambre
V3790,3790,2025-06-12 21:33:00,534,/spectrograms/V3790.png,Jugar
V3791,3791,2025-06-12 21:33:30,527,/spectrograms/V3791.png,Alegría
V3792,3792,2025-06-12 21:34:00,414,/spectrograms/V3792.png,Sed
V3793,3793,2025-06-12 21:34:30,394,/spectrograms/V3793.png,Sed
V3794,3794,2025-06-12 21:35:00,421,/spectrograms/V3794.png,Necesita afecto
V3795,3795,2025-06-12 21:35:30,533,/spectrograms/V3795.png,Necesita afecto
V3796,3796,2025-06-12 21:36:00,486,/spectrograms/V3796.png,Hambre
V3797,3797,2025-06-12 21:36:30,514,/spectrograms/V3797.png,Jugar
V3798,3798,2025-06-12 21:37:00,514,/spectrograms/V3798.png,Alegría
V3799,3799,2025-06-12 21:37:30,556,/spectrograms/V3799.png,Alegría
V3800,3800,2025-06-12 21:38:00,541,/spectrograms/V3800.png,Alegría
V3801,3801,2025-06-12 21:38:30,506,/spectrograms/V3801.png,Hambre
V3802,3802,2025-06-12 21:39:00,350,/spectrograms/V3802.png,Hambre
V3803,3803,2025-06-12 21:39:30,502,/spectrograms/V3803.png,Sed
V3804,3804,2025-06-12 21:40:00,421,/spectrograms/V3804.png,Jugar
V3805,3805,2025-06-12 21:40:30,516,/spectrograms/V3805.png,Alegría
V3806,3806,2025-06-12 21:41:00,551,/spectrograms/V3806.png,Alegría
V3807,3807,2025-06-12 21:41:30,314,/spectrograms/V3807.png,Sed
V3808,3808,2025-06-12 21:42:00,419,/spectrograms/V3808.png,Jugar
V3809,3809,2025-06-12 21:42:30,586,/spectrograms/V3809.png,Jugar
V3810,3810,2025-06-12 21:43:00,333,/spectrograms/V3810.png,Jugar
V3811,3811,2025-06-12 21:43:30,491,/spectrograms/V3811.png,Necesita afecto
V3812,3812,2025-06-12 21:44:00,581,/spectrograms/V3812.png,Jugar
V3813,3813,2025-06-12 21:44:30,422,/spectrograms/V3813.png,Dolor
V3814,3814,2025-06-12 21:45:00,327,/spectrograms/V3814.png,Hambre
V3815,3815,2025-06-12 21:45:30,393,/spectrograms/V3815.png,Jugar
V3816,3816,2025-06-12 21:46:00,381,/spectrograms/V3816.png,Necesita afecto
V3817,3817,2025-06-12 21:46:30,527,/spectrograms/V3817.png,Dolor
V3818,3818,2025-06-12 21:47:00,419,/spectrograms/V3818.png,Necesita afecto
V3819,3819,2025-06-12 21:47:30,360,/spectrograms/V3819.png,Necesita afecto
V3820,3820,2025-06-12 21:48:00,521,/spectrograms/V3820.png,Sed
V3821,3821,2025-06-12 21:48:30,418,/spectrograms/V3821.png,Necesita afecto
V3822,3822,2025-06-12 21:49:00,383,/spectrograms/V3822.png,Necesita afecto
V3823,3823,2025-06-12 21:49:30,360,/spectrograms/V3823.png,Alegría
V3824,3824,2025-06-12 21:50:00,598,/spectrograms/V3824.png,Hambre
V3825,3825,2025-06-12 21:50:30,312,/spectrograms/V3825.png,Sed
V3826,3826,2025-06-12 21:51:00,532,/spectrograms/V3826.png,Sed
V3827,3827,2025-06-12 21:51:30,527,/spectrograms/V3827.png,Alegría
V3828,3828,2025-06-12 21:52:00,300,/spectrograms/V3828.png,Dolor
V3829,3829,2025-06-12 21:52:30,394,/spectrograms/V3829.png,Alegría
V3830,3830,2025-06-12 21:53:00,345,/spectrograms/V3830.png,Sed
V3831,3831,2025-06-12 21:53:30,329,/spectrograms/V3831.png,Dolor
V3832,3832,2025-06-12 21:54:00,429,/spectrograms/V3832.png,Sed
V3833,3833,2025-06-12 21:54:30,440,/spectrograms/V3833.png,Jugar
V3834,3834,2025-06-12 21:55:00,305,/spectrograms/V3834.png,Dolor
V3835,3835,2025-06-12 21:55:30,303,/spectrograms/V3835.png,Sed
V3836,3836,2025-06-12 21:56:00,561,/spectrograms/V3836.png,Alegría
V3837,3837,2025-06-12 21:56:30,348,/spectrograms/V3837.png,Sed
V3838,3838,2025-06-12 21:57:00,525,/spectrograms/V3838.png,Alegría
V3839,3839,2025-06-12 21:57:30,556,/spectrograms/V3839.png,Dolor
V3840,3840,2025-06-12 21:58:00,516,/spectrograms/V3840.png,Alegría
V3841,3841,2025-06-12 21:58:30,413,/spectrograms/V3841.png,Dolor
V3842,3842,2025-06-12 21:59:00,402,/spectrograms/V3842.png,Necesita afecto
V3843,3843,2025-06-12 21:59:30,487,/spectrograms/V3843.png,Hambre
V3844,3844,2025-06-12 22:00:00,387,/spectrograms/V3844.png,Dolor
V3845,3845,2025-06-12 22:00:30,452,/spectrograms/V3845.png,Necesita afecto
V3846,3846,2025-06-12 22:01:00,574,/spectrograms/V3846.png,Necesita afecto
V3847,3847,2025-06-12 22:01:30,393,/spectrograms/V3847.png,Necesita afecto
V3848,3848,2025-06-12 22:02:00,338,/spectrograms/V3848.png,Necesita afecto
V3849,3849,2025-06-12 22:02:30,335,/spectrograms/V3849.png,Dolor
V3850,3850,2025-06-12 22:03:00,439,/spectrograms/V3850.png,Alegría
V3851,3851,2025-06-12 22:03:30,405,/spectrograms/V3851.png,Necesita afecto
V3852,3852,2025-06-12 22:04:00,371,/spectrograms/V3852.png,Jugar
V3853,3853,2025-06-12 22:04:30,454,/spectrograms/V3853.png,Necesita afecto
V3854,3854,2025-06-12 22:05:00,325,/spectrograms/V3854.png,Alegría
V3855,3855,2025-06-12 22:05:30,471,/spectrograms/V3855.png,Alegría
V3856,3856,2025-06-12 22:06:00,551,/spectrograms/V3856.png,Hambre
V3857,3857,2025-06-12 22:06:30,301,/spectrograms/V3857.png,Hambre
V3858,3858,2025-06-12 22:07:00,346,/spectrograms/V3858.png,Necesita afecto
V3859,3859,2025-06-12 22:07:30,451,/spectrograms/V3859.png,Necesita afecto
V3860,3860,2025-06-12 22:08:00,380,/spectrograms/V3860.png,Sed
V3861,3861,2025-06-12 22:08:30,410,/spectrograms/V3861.png,Sed
V3862,3862,2025-06-12 22:09:00,565,/spectrograms/V3862.png,Hambre
V3863,3863,2025-06-12 22:09:30,420,/spectrograms/V3863.png,Necesita afecto
V3864,3864,2025-06-12 22:10:00,495,/spectrograms/V3864.png,Sed
V3865,3865,2025-06-12 22:10:30,567,/spectrograms/V3865.png,Jugar
V3866,3866,2025-06-12 22:11:00,572,/spectrograms/V3866.png,Dolor
V3867,3867,2025-06-12 22:11:30,566,/spectrograms/V3867.png,Hambre
V3868,3868,2025-06-12 22:12:00,565,/spectrograms/V3868.png,Hambre
V3869,3869,2025-06-12 22:12:30,582,/spectrograms/V3869.png,Alegría
V3870,3870,2025-06-12 22:13:00,486,/spectrograms/V3870.png,Necesita afecto
V3871,3871,2025-06-12 22:13:30,487,/spectrograms/V3871.png,Hambre
V3872,3872,2025-06-12 22:14:00,392,/spectrograms/V3872.png,Hambre
V3873,3873,2025-06-12 22:14:30,342,/spectrograms/V3873.png,Sed
V3874,3874,2025-06-12 22:15:00,325,/spectrograms/V3874.png,Jugar
V3875,3875,2025-06-12 22:15:30,306,/spectrograms/V3875.png,Necesita afecto
V3876,3876,2025-06-12 22:16:00,307,/spectrograms/V3876.png,Dolor
V3877,3877,2025-06-12 22:16:30,419,/spectrograms/V3877.png,Jugar
V3878,3878,2025-06-12 22:17:00,398,/spectrograms/V3878.png,Dolor
V3879,3879,2025-06-12 22:17:30,303,/spectrograms/V3879.png,Alegría
V3880,3880,2025-06-12 22:18:00,347,/spectrograms/V3880.png,Hambre
V3881,3881,2025-06-12 22:18:30,300,/spectrograms/V3881.png,Sed
V3882,3882,2025-06-12 22:19:00,565,/spectrograms/V3882.png,Jugar
V3883,3883,2025-06-12 22:19:30,311,/spectrograms/V3883.png,Dolor
V3884,3884,2025-06-12 22:20:00,371,/spectrograms/V3884.png,Necesita afecto
V3885,3885,2025-06-12 22:20:30,455,/spectrograms/V3885.png,Alegría
V3886,3886,2025-06-12 22:21:00,537,/spectrograms/V3886.png,Alegría
V3887,3887,2025-06-12 22:21:30,367,/spectrograms/V3887.png,Hambre
V3888,3888,2025-06-12 22:22:00,569,/spectrograms/V3888.png,Hambre
V3889,3889,2025-06-12 22:22:30,585,/spectrograms/V3889.png,Dolor
V3890,3890,2025-06-12 22:23:00,305,/spectrograms/V3890.png,Dolor
V3891,3891,2025-06-12 22:23:30,414,/spectrograms/V3891.png,Alegría
V3892,3892,2025-06-12 22:24:00,483,/spectrograms/V3892.png,Dolor
V3893,3893,2025-06-12 22:24:30,331,/spectrograms/V3893.png,Hambre
V3894,3894,2025-06-12 22:25:00,494,/spectrograms/V3894.png,Alegría
V3895,3895,2025-06-12 22:25:30,319,/spectrograms/V3895.png,Alegría
V3896,3896,2025-06-12 22:26:00,345,/spectrograms/V3896.png,Necesita afecto
V3897,3897,2025-06-12 22:26:30,581,/spectrograms/V3897.png,Necesita afecto
V3898,3898,2025-06-12 22:27:00,574,/spectrograms/V3898.png,Dolor
V3899,3899,2025-06-12 22:27:30,553,/spectrograms/V3899.png,Dolor
V3900,3900,2025-06-12 22:28:00,522,/spectrograms/V3900.png,Hambre
V3901,3901,2025-06-12 22:28:30,551,/spectrograms/V3901.png,Hambre
V3902,3902,2025-06-12 22:29:00,303,/spectrograms/V3902.png,Necesita afecto
V3903,3903,2025-06-12 22:29:30,362,/spectrograms/V3903.png,Alegría
V3904,3904,2025-06-12 22:30:00,495,/spectrograms/V3904.png,Jugar
V3905,3905,2025-06-12 22:30:30,588,/spectrograms/V3905.png,Sed
V3906,3906,2025-06-12 22:31:00,329,/spectrograms/V3906.png,Sed
V3907,3907,2025-06-12 22:31:30,495,/spectrograms/V3907.png,Jugar
V3908,3908,2025-06-12 22:32:00,506,/spectrograms/V3908.png,Dolor
V3909,3909,2025-06-12 22:32:30,551,/spectrograms/V3909.png,Sed
V3910,3910,2025-06-12 22:33:00,333,/spectrograms/V3910.png,Sed
V3911,3911,2025-06-12 22:33:30,512,/spectrograms/V3911.png,Jugar
V3912,3912,2025-06-12 22:34:00,528,/spectrograms/V3912.png,Jugar
V3913,3913,2025-06-12 22:34:30,447,/spectrograms/V3913.png,Necesita afecto
V3914,3914,2025-06-12 22:35:00,579,/spectrograms/V3914.png,Alegría
V3915,3915,2025-06-12 22:35:30,366,/spectrograms/V3915.png,Hambre
V3916,3916,2025-06-12 22:36:00,442,/spectrograms/V3916.png,Necesita afecto
V3917,3917,2025-06-12 22:36:30,338,/spectrograms/V3917.png,Sed
V3918,3918,2025-06-12 22:37:00,309,/spectrograms/V3918.png,Hambre
V3919,3919,2025-06-12 22:37:30,317,/spectrograms/V3919.png,Necesita afecto
V3920,3920,2025-06-12 22:38:00,359,/spectrograms/V3920.png,Necesita afecto
V3921,3921,2025-06-12 22:38:30,526,/spectrograms/V3921.png,Jugar
V3922,3922,2025-06-12 22:39:00,381,/spectrograms/V3922.png,Hambre
V3923,3923,2025-06-12 22:39:30,334,/spectrograms/V3923.png,Necesita afecto
V3924,3924,2025-06-12 22:40:00,524,/spectrograms/V3924.png,Jugar
V3925,3925,2025-06-12 22:40:30,409,/spectrograms/V3925.png,Dolor
V3926,3926,2025-06-12 22:41:00,431,/spectrograms/V3926.png,Hambre
V3927,3927,2025-06-12 22:41:30,316,/spectrograms/V3927.png,Necesita afecto
V3928,3928,2025-06-12 22:42:00,403,/spectrograms/V3928.png,Sed
V3929,3929,2025-06-12 22:42:30,474,/spectrograms/V3929.png,Dolor
V3930,3930,2025-06-12 22:43:00,452,/spectrograms/V3930.png,Jugar
V3931,3931,2025-06-12 22:43:30,478,/spectrograms/V3931.png,Necesita afecto
V3932,3932,2025-06-12 22:44:00,522,/spectrograms/V3932.png,Sed
V3933,3933,2025-06-12 22:44:30,386,/spectrograms/V3933.png,Jugar
